town,traffic,weather,start,target,route_completion,lights_ran,duration,distance
Town01,0,8,19,28,100.0,1,11.7,1.187002587885936
Town01,0,8,19,28,100.0,1,11.75,1.7752143272755259
Town01,0,8,19,28,100.0,1,11.45,1.7766730569934648
Town01,0,8,19,28,100.0,1,11.0,0.7834631873842617
Town01,0,8,19,28,100.0,1,11.7,0.7547725875135387
Town01,0,8,19,28,100.0,1,11.15,-0.22629201715247393
Town01,0,8,19,28,100.0,1,11.5,0.693282657139489
Town01,0,8,19,28,100.0,1,11.1,1.0648374878131754
Town01,0,8,19,28,100.0,1,11.85,1.6204340592367572
Town01,0,8,19,28,100.0,1,11.45,1.1153261642837173
Town01,0,8,19,28,100.0,1,11.6,0.5383519121168958
Town01,0,8,19,28,100.0,1,11.05,-0.5754030513114321
Town01,0,8,19,28,100.0,1,12.0,1.5454675346332811
Town01,0,8,19,28,100.0,1,11.55,-0.0007212536283230691
Town01,0,8,19,28,100.0,1,10.6,-1.600583753671927
Town01,0,8,19,28,100.0,1,11.6,1.8101683491159184
Town01,0,8,19,28,100.0,1,11.85,1.6617506511173525
Town01,0,8,19,28,100.0,1,11.15,0.9790663895451512
Town01,0,8,19,28,100.0,1,12.0,1.800817204621267
Town01,0,8,19,28,100.0,1,11.95,1.2784009033182637
Town01,0,8,19,28,100.0,1,11.1,0.7591453551723975
Town01,0,8,19,28,100.0,1,11.8,2.2705377953305526
Town01,0,8,19,28,100.0,1,11.0,-2.0297556706524187
Town01,0,8,19,28,100.0,1,11.75,2.5540325718707333
Town01,0,8,19,28,100.0,1,10.75,-2.266451348575538
Town01,0,8,19,28,100.0,1,11.65,1.917228297186437
Town01,0,8,19,28,100.0,1,11.45,1.5368726081436468
Town01,0,8,19,28,100.0,1,11.1,0.560280738816977
Town01,0,8,19,28,100.0,1,11.8,1.8107764274934377
Town01,0,8,19,28,100.0,1,11.65,1.7515048045989605
Town01,0,8,19,28,100.0,1,11.75,1.95059262846629
Town01,0,8,19,28,100.0,1,11.9,1.8911443961078627
Town01,0,8,19,28,100.0,1,11.9,2.880395708630223
Town01,0,8,19,28,100.0,1,11.75,1.6994611529687838
Town01,0,8,19,28,100.0,1,11.85,2.09027623534105
Town01,0,8,19,28,100.0,1,11.9,-1.295614525186383
Town01,0,8,19,28,100.0,1,12.0,1.2176146300393618
Town01,0,8,19,28,100.0,1,11.4,-1.0503179185127272
Town01,0,8,19,28,100.0,1,11.7,3.4207173251419203
Town01,0,8,19,28,100.0,1,11.65,1.3154990341079542
Town01,0,8,19,28,100.0,1,12.0,1.925038458340742
Town01,0,8,19,28,100.0,1,11.8,2.727490518208544
Town01,0,8,19,28,100.0,1,11.5,-1.043358560391492
Town01,0,8,19,28,100.0,1,11.5,1.426128853672453
Town01,0,8,19,28,100.0,1,11.8,1.660022224355524
Town01,0,8,19,28,100.0,1,11.95,2.7917714577501433
Town01,0,8,19,28,100.0,1,11.25,0.9591007286626936
Town01,0,8,19,28,100.0,1,11.8,1.8800731320591808
Town01,0,8,19,28,100.0,1,11.25,-2.0826929516271937
Town01,0,8,19,28,100.0,1,11.0,0.8761065355279514
Town01,0,8,19,28,100.0,1,11.65,1.7574583761888212
Town01,0,8,19,28,100.0,1,11.7,3.006117124812996
Town01,0,8,19,28,100.0,1,11.5,0.5506076009085454
Town01,0,8,19,28,100.0,1,10.85,8.636307834399062
Town01,0,8,19,28,100.0,1,11.3,1.155272558293805
Town01,0,8,19,28,100.0,1,11.5,7.689520433841516
Town01,0,8,19,28,100.0,1,10.75,0.5573243500814962
Town01,0,8,19,28,100.0,1,11.8,1.7350999009820391
Town01,0,8,19,28,100.0,1,11.9,1.9766292198333337
Town01,0,8,19,28,100.0,1,11.1,0.6764687620518868
Town01,0,8,19,28,100.0,1,11.75,1.658338801194878
Town01,0,8,19,28,100.0,1,10.95,0.9866354882038899
Town01,0,8,19,28,100.0,1,11.6,1.5747410780777855
Town01,0,8,19,28,100.0,1,11.65,-0.7375218885183242
Town01,0,8,19,28,100.0,1,11.4,1.4804939934316255
Town01,0,8,19,28,100.0,1,11.65,1.2758388416467947
Town01,0,8,19,28,100.0,1,9.95,-3.012006732727203
Town01,0,8,19,28,100.0,1,11.05,0.6806753847722025
Town01,0,8,19,28,100.0,1,11.7,0.7965520572943774
Town01,0,8,19,28,100.0,1,11.85,1.7786771630016567
Town01,0,8,19,28,100.0,1,11.8,1.7378689513964343
Town01,0,8,19,28,100.0,1,11.65,1.5049630380349583
Town01,0,8,19,28,100.0,1,11.75,2.972425654258706
Town01,0,8,19,28,100.0,1,9.95,-2.916088740079879
Town01,0,8,19,28,100.0,1,11.7,1.9782608504674961
Town01,0,8,19,28,100.0,1,11.05,0.6936872150018241
Town01,0,8,19,28,100.0,1,11.4,0.924980297717382
Town01,0,8,19,28,100.0,1,11.9,3.401015977009136
Town01,0,8,19,28,100.0,1,11.9,1.8106158541088213
Town01,0,8,19,28,100.0,1,11.6,1.6293093331764537
Town01,0,8,19,28,100.0,1,10.85,0.5391243255802274
Town01,0,8,19,28,100.0,1,11.8,1.7124272469344888
Town01,0,8,19,28,100.0,1,11.5,2.131630618294416
Town01,0,8,19,28,100.0,1,12.1,2.2812950195150066
Town01,0,8,19,28,100.0,1,10.8,-1.476675067453516
Town01,0,8,19,28,100.0,1,11.45,1.352098326699851
Town01,0,8,19,28,100.0,1,11.0,-0.5738234266505042
Town01,0,8,19,28,100.0,1,11.45,1.39299697038404
Town01,0,8,19,28,100.0,1,11.35,1.0966254797308759
Town01,0,8,19,28,100.0,1,11.8,2.517803745387056
Town01,0,8,19,28,100.0,1,12.0,2.5826341235483516
Town01,0,8,19,28,100.0,1,11.55,1.5540656971372018
Town01,0,8,19,28,100.0,1,11.7,1.1302749194081074
Town01,0,8,19,28,100.0,1,11.25,1.1501807696097797
Town01,0,8,19,28,100.0,1,11.9,1.4941562801878234
Town01,0,8,19,28,100.0,1,11.6,0.9658703604452215
Town01,0,8,19,28,100.0,1,11.95,2.6323809446117608
Town01,0,8,19,28,100.0,1,11.8,1.8162766532537802
Town01,0,8,19,28,100.0,1,11.35,1.05883260458132
Town01,0,8,19,28,100.0,1,11.8,1.7876071688471002
Town01,0,8,19,28,100.0,1,12.0,3.245384886975142
Town01,0,8,19,28,100.0,1,11.7,-0.7459090774272986
Town01,0,8,19,28,100.0,1,11.35,1.566743271692003
Town01,0,8,19,28,100.0,1,11.85,2.989253926436187
Town01,0,8,19,28,100.0,1,11.85,1.4298366231400292
Town01,0,8,19,28,100.0,1,11.5,1.0046123257261321
Town01,0,8,19,28,100.0,1,10.85,0.5901096560102275
Town01,0,8,19,28,100.0,1,11.1,-2.1677162203159184
Town01,0,8,19,28,100.0,1,11.45,1.0907633552084235
Town01,0,8,19,28,100.0,1,11.65,1.9711015326489516
Town01,0,8,19,28,100.0,1,11.55,1.2599532587242122
Town01,0,8,19,28,100.0,1,11.65,1.4794765020489717
Town01,0,8,19,28,100.0,1,10.9,0.5322863168152652
Town01,0,8,19,28,100.0,1,11.55,1.3634620470723862
Town01,0,8,19,28,100.0,1,11.4,-1.7738619321846094
Town01,0,8,19,28,100.0,1,11.8,1.6885211581386521
Town01,0,8,19,28,100.0,1,11.5,1.461093428613275
Town01,0,8,19,28,100.0,1,11.55,-1.6398140696302976
Town01,0,8,19,28,100.0,1,11.6,2.982072777861722
Town01,0,8,19,28,100.0,1,11.6,1.7417095574384422
Town01,0,8,19,28,100.0,1,11.8,2.0867193652039937
Town01,0,8,19,28,100.0,1,11.45,0.7529821985585263
Town01,0,8,19,28,100.0,1,11.05,0.6887677866521602
Town01,0,8,19,28,100.0,1,11.65,4.240259980243907
Town01,0,8,19,28,100.0,1,11.7,1.9206149224365756
Town01,0,8,19,28,100.0,1,11.3,1.8405317786628386
Town01,0,8,19,28,100.0,1,11.6,2.5162300269597138
Town01,0,8,19,28,100.0,1,11.7,2.0329262277721805
Town01,0,8,19,28,100.0,1,11.75,1.602021601049648
Town01,0,8,19,28,100.0,1,12.45,-0.0005691163402862161
Town01,0,8,19,28,100.0,1,11.75,-0.8058043044342211
Town01,0,8,19,28,100.0,1,11.85,2.053142404931295
Town01,0,8,19,28,100.0,1,11.6,1.7091891344720729
Town01,0,8,19,28,100.0,1,11.7,1.8156689525602747
Town01,0,8,19,28,100.0,1,11.75,1.464378646150406
Town01,0,8,19,28,100.0,1,11.55,0.7243845303669931
Town01,0,8,19,28,100.0,1,11.15,-0.8762697359521322
Town01,0,8,19,28,100.0,1,11.8,2.1340990869869865
Town01,0,8,19,28,100.0,1,11.8,-0.7554978450645109
Town01,0,8,19,28,100.0,1,11.75,1.6411095933133106
Town01,0,8,19,28,100.0,1,11.9,1.6370396905060156
Town01,0,8,19,28,100.0,1,11.7,1.7679857368344178
Town01,0,8,19,28,100.0,1,11.05,1.2606903556436606
Town01,0,8,19,28,100.0,1,11.9,2.140969034425206
Town01,0,8,19,28,100.0,1,11.5,1.4533369646883676
Town01,0,8,19,28,100.0,1,11.7,1.9521376728398936
Town01,0,8,19,28,100.0,1,11.55,1.4661237255208808
Town01,0,8,19,28,100.0,1,12.3,-2.207698730406898
Town01,0,8,19,28,100.0,1,10.9,0.48387910794223377
Town01,0,8,19,28,100.0,1,10.95,0.5159121983109873
Town01,0,8,19,28,100.0,1,9.65,-2.904397134581137
Town01,0,8,19,28,100.0,1,12.4,-2.7025793652513178e-05
Town01,0,8,19,28,100.0,1,11.75,0.9264157599825835
Town01,0,8,19,28,100.0,1,11.4,1.001551417300182
Town01,0,8,19,28,100.0,1,11.7,3.2178654808946243
Town01,0,8,19,28,100.0,1,9.95,-2.805246181474779
Town01,0,8,19,28,100.0,1,11.35,-0.5380027868987067
Town01,0,8,19,28,100.0,1,11.15,1.1363691818188726
Town01,0,8,19,28,100.0,1,11.55,0.8355716491087937
Town01,0,8,19,28,100.0,1,11.0,-1.4711470607984036
Town01,0,8,19,28,100.0,1,11.4,1.3274474019284073
Town01,0,8,19,28,100.0,1,11.6,2.232603758354574
Town01,0,8,19,28,100.0,1,11.65,1.9173316865974437
Town01,0,8,19,28,100.0,1,11.4,0.8110229525305028
Town01,0,8,19,28,100.0,1,11.6,1.5933092560632147
Town01,0,8,19,28,100.0,1,11.6,1.8984056298073009
Town01,0,8,19,28,100.0,1,11.05,1.2300388726517024
Town01,0,8,19,28,100.0,1,11.5,1.1297014243238364
Town01,0,8,19,28,100.0,1,11.85,1.2502533092714572
Town01,0,8,19,28,100.0,1,11.05,0.7150519131356337
Town01,0,8,19,28,100.0,1,11.85,2.408658340473706
Town01,0,8,19,28,100.0,1,11.3,10.34552657454492
Town01,0,8,19,28,100.0,1,11.25,0.8276446537049584
Town01,0,8,19,28,100.0,1,11.9,3.3205061525651836
Town01,0,8,19,28,100.0,1,11.7,1.545589462463751
Town01,0,8,19,28,100.0,1,11.35,1.3592125744086512
Town01,0,8,19,28,100.0,1,10.65,-2.9614390574394247
Town01,0,8,19,28,100.0,1,10.85,-1.6233040549344069
Town01,0,8,19,28,100.0,1,11.65,9.625268895520705
Town01,0,8,19,28,100.0,1,11.75,1.7321619061861941
Town01,0,8,19,28,100.0,1,11.9,2.3749215123837235
Town01,0,8,19,28,100.0,1,11.4,1.077012764765258
Town01,0,8,19,28,100.0,1,11.75,1.5474721212173224
Town01,0,8,19,28,100.0,1,11.65,2.035868867454848
Town01,0,8,19,28,100.0,1,11.95,2.5529267733339367
Town01,0,8,19,28,100.0,1,11.6,2.047988265865844
Town01,0,8,19,28,100.0,1,10.9,-1.1875720441230995
Town01,0,8,19,28,100.0,1,11.85,2.3017650252756434
Town01,0,8,19,28,100.0,1,11.15,-0.9952233141989805
Town01,0,8,19,28,100.0,1,11.6,1.7110509574034793
Town01,0,8,19,28,100.0,1,11.9,-1.3020124874744807
Town01,0,8,19,28,100.0,1,11.5,1.6015523964460083
Town01,0,8,19,28,100.0,1,11.7,2.305879136570552
Town01,0,8,19,28,100.0,1,11.8,2.0198830953988436
Town01,0,8,19,28,100.0,1,11.1,0.6280681573660214
Town01,0,8,19,28,100.0,1,11.45,1.3076651254655767
Town01,0,8,19,28,100.0,1,11.9,2.0315361224446926
Town01,0,8,19,28,100.0,1,10.85,0.5447160438539909
Town01,0,8,19,28,100.0,1,11.5,1.1056803484921294
Town01,0,8,19,28,100.0,1,11.8,2.9820777723929623
Town01,0,8,19,28,100.0,1,9.8,-3.1394390829112266
Town01,0,8,19,28,100.0,1,11.3,1.2583797888746595
Town01,0,8,19,28,100.0,1,11.7,1.5409410312585852
Town01,0,8,19,28,100.0,1,11.8,1.2244124713007665
Town01,0,8,19,28,100.0,1,11.7,1.5441827468815292
Town01,0,8,19,28,100.0,1,11.65,1.9393969134201035
Town01,0,8,19,28,100.0,1,11.75,2.2557083389609067
Town01,0,8,19,28,100.0,1,11.9,2.0814454737133303
Town01,0,8,19,28,100.0,1,11.85,2.385960172580294
Town01,0,8,19,28,100.0,1,10.85,-1.8918304716554426
Town01,0,8,19,28,100.0,1,11.85,1.068667321089412
Town01,0,8,19,28,100.0,1,11.4,1.7623562254253562
Town01,0,8,19,28,100.0,1,11.8,1.8024003614667583
Town01,0,8,19,28,100.0,1,11.75,1.1327711399468674
Town01,0,8,19,28,100.0,1,12.05,3.317953829164489
Town01,0,8,19,28,100.0,1,11.8,2.097586049496644
Town01,0,8,19,28,100.0,1,11.7,1.6474169387276678
Town01,0,8,19,28,100.0,1,11.15,1.7804119612408478
Town01,0,8,19,28,100.0,1,11.15,1.019959927090809
Town01,0,8,19,28,100.0,1,11.8,3.4731473654956755
Town01,0,8,19,28,100.0,1,11.35,0.9827202283075311
Town01,0,8,19,28,100.0,1,11.6,1.484944662793068
Town01,0,8,19,28,100.0,1,11.5,1.226491579212774
Town01,0,8,19,28,100.0,1,11.3,-0.0006569014599234005
Town01,0,8,19,28,100.0,1,11.35,1.1914244313480076
Town01,0,8,19,28,100.0,1,11.85,2.630288404554584
Town01,0,8,19,28,100.0,1,11.9,10.083342007462765
Town01,0,8,19,28,100.0,1,12.65,-0.9675105855465634
Town01,0,8,19,28,100.0,1,11.7,1.9544220369081016
Town01,0,8,19,28,100.0,1,11.95,3.5241137472799213
Town01,0,8,19,28,100.0,1,10.95,0.7657727178253251
Town01,0,8,19,28,100.0,1,10.55,-1.6672631123629784
Town01,0,8,19,28,100.0,1,11.5,1.0830917969678704
Town01,0,8,19,28,100.0,1,11.15,3.1200424583084425
Town01,0,8,19,28,100.0,1,11.75,1.7324473059190026
Town01,0,8,19,28,100.0,1,11.75,1.6977426997416565
Town01,0,8,19,28,100.0,1,11.9,2.378812749331005
Town01,0,8,19,28,100.0,1,11.45,0.574718190911069
Town01,0,8,19,28,100.0,1,11.65,1.9149369140097363
Town01,0,8,19,28,100.0,1,11.55,1.9203108593492964
Town01,0,8,19,28,100.0,1,11.8,2.644123342206301
Town01,0,8,19,28,100.0,1,11.1,0.7229508692875539
Town01,0,8,19,28,100.0,1,11.8,3.2978661603492583
Town01,0,8,19,28,100.0,1,11.75,1.714709696908984
Town01,0,8,19,28,100.0,1,9.9,-2.7925582688624946
Town01,0,8,19,28,100.0,1,11.65,2.01434200866815
Town01,0,8,19,28,100.0,1,11.9,1.7977043341043952
Town01,0,8,19,28,100.0,1,11.1,1.0992502429613311
Town01,0,8,19,28,100.0,1,11.7,2.296446598307834
Town01,0,8,19,28,100.0,1,11.0,-2.672949114354419
Town01,0,8,19,28,100.0,1,11.65,1.6944685524390355
Town01,0,8,19,28,100.0,1,11.45,1.7503197608755157
Town01,0,8,19,28,100.0,1,11.7,1.9914974426553558
Town01,0,8,19,28,100.0,1,11.7,1.1699511507603688
Town01,0,8,19,28,100.0,1,10.95,0.6467540285273166
Town01,0,8,19,28,100.0,1,11.8,3.508709320441281
Town01,0,8,19,28,100.0,1,10.65,-2.313130688598898
Town01,0,8,19,28,100.0,1,11.55,1.938047922739977
Town01,0,8,19,28,100.0,1,11.65,-0.8606770141129151
Town01,0,8,19,28,100.0,1,11.9,2.603742585488927
Town01,0,8,19,28,100.0,1,11.4,1.7213203420513308
Town01,0,8,19,28,100.0,1,12.25,-1.5778306342223822
Town01,0,8,19,28,100.0,1,11.85,2.028481564292812
Town01,0,8,19,28,100.0,1,11.2,1.0412514104768889
Town01,0,8,19,28,100.0,1,11.85,1.208586999275901
Town01,0,8,19,28,100.0,1,12.0,9.529477090722821
Town01,0,8,19,28,100.0,1,11.05,-1.0171700717253056
Town01,0,8,19,28,100.0,1,11.45,0.9190036515855824
Town01,0,8,19,28,100.0,1,11.6,1.4274968908337904
Town01,0,8,19,28,100.0,1,11.5,1.47658755778351
Town01,0,8,19,28,100.0,1,11.6,1.647368365567603
Town01,0,8,19,28,100.0,1,11.65,2.1132394084941133
Town01,0,8,19,28,100.0,1,12.0,2.338525307583244
Town01,0,8,19,28,100.0,1,11.4,0.885741792953004
Town01,0,8,19,28,100.0,1,11.95,2.275964430016268
Town01,0,8,19,28,100.0,1,10.75,-1.8660816897955252
Town01,0,8,19,28,100.0,1,11.2,2.7349523980693347
Town01,0,8,19,28,100.0,1,11.9,2.3195709706697345
Town01,0,8,19,28,100.0,1,11.5,1.5747053974430987
Town01,0,8,19,28,100.0,1,12.0,2.1401484537497266
Town01,0,8,19,28,100.0,1,11.65,3.0187496043762767
Town01,0,8,19,28,100.0,1,11.8,4.966041103183996
Town01,0,8,19,28,100.0,1,11.3,1.119246197807711
Town01,0,8,19,28,100.0,1,11.6,1.457683678818619
Town01,0,8,19,28,100.0,1,11.8,1.6147765086567274
Town01,0,8,19,28,100.0,1,11.35,8.946198284865005
Town01,0,8,19,28,100.0,1,9.65,-4.057734245866121
Town01,0,8,19,28,100.0,1,11.95,2.7967374403866447
Town01,0,8,19,28,100.0,1,11.65,1.5718415497290286
Town01,0,8,19,28,100.0,1,11.6,2.115698277624454
Town01,0,8,19,28,100.0,1,11.05,0.7571957206997526
Town01,0,8,19,28,100.0,1,11.2,-2.322088512987146
Town01,0,8,19,28,100.0,1,11.9,1.789326214856401
Town01,0,8,19,28,100.0,1,11.6,1.261263840948149
Town01,0,8,19,28,100.0,1,11.35,-0.5891320861524337
Town01,0,8,19,28,100.0,1,11.8,1.8871296747227255
Town01,0,8,19,28,100.0,1,11.7,-0.6060941359179194
Town01,0,8,19,28,100.0,1,11.9,1.9580204500743292
Town01,0,8,19,28,100.0,1,11.6,0.9621437192188931
Town01,0,8,19,28,100.0,1,11.75,1.7283917444782473
Town01,0,8,19,28,100.0,1,12.1,3.6776051340818405
Town01,0,8,19,28,100.0,1,11.7,1.1615526737383188
Town01,0,8,19,28,100.0,1,11.35,2.3195374239978053
Town01,0,8,19,28,100.0,1,11.7,3.195203881844323
Town01,0,8,19,28,100.0,1,11.35,1.1388525889878633
Town01,0,8,19,28,100.0,1,11.4,0.6438314242753984
Town01,0,8,19,28,100.0,1,11.45,1.1616942780836288
Town01,0,8,19,28,100.0,1,11.1,0.643335619712273
Town01,0,8,19,28,100.0,1,11.1,0.6723479381281949
Town01,0,8,19,28,100.0,1,11.6,1.4962708664276416
Town01,0,8,19,28,100.0,1,11.35,1.45481587327486
Town01,0,8,19,28,100.0,1,11.55,10.435436918986834
Town01,0,8,19,28,100.0,1,11.4,1.3500365113738857
Town01,0,8,19,28,100.0,1,11.7,1.7955277227656907
Town01,0,8,19,28,100.0,1,11.75,2.2560191152321725
Town01,0,8,19,28,100.0,1,11.75,2.735309513490578
Town01,0,8,19,28,100.0,1,11.6,1.3630134828284048
Town01,0,8,19,28,100.0,1,10.95,-0.8808987516296092
Town01,0,8,19,28,100.0,1,11.8,1.234174421015854
Town01,0,8,19,28,100.0,1,11.5,1.3620809000889174
Town01,0,8,19,28,100.0,1,12.0,-0.8299559947357198
Town01,0,8,19,28,100.0,1,11.45,0.8089744580464027
Town01,0,8,19,28,100.0,1,11.5,1.0106057073496713
Town01,0,8,19,28,100.0,1,11.45,-1.6361331947391564
Town01,0,8,19,28,100.0,1,11.95,2.2884984057053153
Town01,0,8,19,28,100.0,1,11.55,1.0882340381084665
Town01,0,8,19,28,100.0,1,11.95,2.830030615582265
Town01,0,8,19,28,100.0,1,11.65,1.7057619910719763
Town01,0,8,19,28,100.0,1,11.8,2.2164743577351134
Town01,0,8,19,28,100.0,1,10.85,-0.918094438000193
Town01,0,8,19,28,100.0,1,11.6,1.4997178673495641
Town01,0,8,19,28,100.0,1,11.55,0.6343758525514946
Town01,0,8,19,28,100.0,1,12.0,1.4606910444167487
Town01,0,8,19,28,100.0,1,11.8,2.132425481944135
Town01,0,8,19,28,100.0,1,12.0,3.045105992183043
Town01,0,8,19,28,100.0,1,11.8,1.302049051149977
Town01,0,8,19,28,100.0,1,11.0,-0.4772034499777339
Town01,0,8,19,28,100.0,1,11.75,2.3081584452933974
Town01,0,8,19,28,100.0,1,11.15,0.7129209757993342
Town01,0,8,19,28,100.0,1,11.7,2.3495460789290714
Town01,0,8,19,28,100.0,1,11.75,1.967229326138292
Town01,0,8,19,28,100.0,1,11.1,-0.0003658993163452593
Town01,0,8,19,28,100.0,1,11.75,1.0824737945123215
Town01,0,8,19,28,100.0,1,11.85,2.332549215457054
Town01,0,8,19,28,100.0,1,11.4,1.4376106530167432
Town01,0,8,19,28,100.0,1,12.0,2.221315754798387
Town01,0,8,19,28,100.0,1,10.85,-1.330959706931863
Town01,0,8,19,28,100.0,1,11.35,1.278668755886919
Town01,0,8,19,28,100.0,1,11.05,-0.5756350295694693
Town01,0,8,19,28,100.0,1,11.4,1.1232556536395708
Town01,0,8,19,28,100.0,1,11.25,0.8583187816674207
Town01,0,8,19,28,100.0,1,11.45,1.0676665934452783
